1.00,1994-10-01 00:00:00,"Saturday",1.00,273.00,39.00,39.00,"34638",4.00,"4Q94",1994.00,"N"
2.00,1994-10-02 00:00:00,"Sunday",2.00,274.00,40.00,40.00,"34638",4.00,"4Q94",1994.00,"N"
3.00,1994-10-03 00:00:00,"Monday",3.00,275.00,40.00,40.00,"34638",4.00,"4Q94",1994.00,"N"
4.00,1994-10-04 00:00:00,"Tuesday",4.00,276.00,40.00,40.00,"34638",4.00,"4Q94",1994.00,"N"
5.00,1994-10-05 00:00:00,"Wednesday",5.00,277.00,40.00,40.00,"34638",4.00,"4Q94",1994.00,"N"
6.00,1994-10-06 00:00:00,"Thursday",6.00,278.00,40.00,40.00,"34638",4.00,"4Q94",1994.00,"N"
7.00,1994-10-07 00:00:00,"Friday",7.00,279.00,40.00,40.00,"34638",4.00,"4Q94",1994.00,"N"
8.00,1994-10-08 00:00:00,"Saturday",8.00,280.00,40.00,40.00,"34638",4.00,"4Q94",1994.00,"N"
9.00,1994-10-09 00:00:00,"Sunday",9.00,281.00,41.00,41.00,"34638",4.00,"4Q94",1994.00,"N"
10.00,1994-10-10 00:00:00,"Monday",10.00,282.00,41.00,41.00,"34638",4.00,"4Q94",1994.00,"N"
11.00,1994-10-11 00:00:00,"Tuesday",11.00,283.00,41.00,41.00,"34638",4.00,"4Q94",1994.00,"Y"
12.00,1994-10-12 00:00:00,"Wednesday",12.00,284.00,41.00,41.00,"34638",4.00,"4Q94",1994.00,"N"
13.00,1994-10-13 00:00:00,"Thursday",13.00,285.00,41.00,41.00,"34638",4.00,"4Q94",1994.00,"N"
14.00,1994-10-14 00:00:00,"Friday",14.00,286.00,41.00,41.00,"34638",4.00,"4Q94",1994.00,"N"
15.00,1994-10-15 00:00:00,"Saturday",15.00,287.00,41.00,41.00,"34638",4.00,"4Q94",1994.00,"N"
16.00,1994-10-16 00:00:00,"Sunday",16.00,288.00,42.00,42.00,"34638",4.00,"4Q94",1994.00,"N"
17.00,1994-10-17 00:00:00,"Monday",17.00,289.00,42.00,42.00,"34638",4.00,"4Q94",1994.00,"N"
18.00,1994-10-18 00:00:00,"Tuesday",18.00,290.00,42.00,42.00,"34638",4.00,"4Q94",1994.00,"N"
19.00,1994-10-19 00:00:00,"Wednesday",19.00,291.00,42.00,42.00,"34638",4.00,"4Q94",1994.00,"N"
20.00,1994-10-20 00:00:00,"Thursday",20.00,292.00,42.00,42.00,"34638",4.00,"4Q94",1994.00,"N"
21.00,1994-10-21 00:00:00,"Friday",21.00,293.00,42.00,42.00,"34638",4.00,"4Q94",1994.00,"N"
22.00,1994-10-22 00:00:00,"Saturday",22.00,294.00,42.00,42.00,"34638",4.00,"4Q94",1994.00,"N"
23.00,1994-10-23 00:00:00,"Sunday",23.00,295.00,43.00,43.00,"34638",4.00,"4Q94",1994.00,"N"
24.00,1994-10-24 00:00:00,"Monday",24.00,296.00,43.00,43.00,"34638",4.00,"4Q94",1994.00,"N"
25.00,1994-10-25 00:00:00,"Tuesday",25.00,297.00,43.00,43.00,"34638",4.00,"4Q94",1994.00,"N"
26.00,1994-10-26 00:00:00,"Wednesday",26.00,298.00,43.00,43.00,"34638",4.00,"4Q94",1994.00,"N"
27.00,1994-10-27 00:00:00,"Thursday",27.00,299.00,43.00,43.00,"34638",4.00,"4Q94",1994.00,"N"
28.00,1994-10-28 00:00:00,"Friday",28.00,300.00,43.00,43.00,"34638",4.00,"4Q94",1994.00,"N"
29.00,1994-10-29 00:00:00,"Saturday",29.00,301.00,43.00,43.00,"34638",4.00,"4Q94",1994.00,"N"
30.00,1994-10-30 00:00:00,"Sunday",30.00,302.00,44.00,44.00,"34638",4.00,"4Q94",1994.00,"N"
31.00,1994-10-31 00:00:00,"Monday",31.00,303.00,44.00,44.00,"34638",4.00,"4Q94",1994.00,"Y"
32.00,1994-11-01 00:00:00,"Tuesday",1.00,304.00,44.00,44.00,"34668",4.00,"4Q94",1994.00,"N"
33.00,1994-11-02 00:00:00,"Wednesday",2.00,305.00,44.00,44.00,"34668",4.00,"4Q94",1994.00,"N"
34.00,1994-11-03 00:00:00,"Thursday",3.00,306.00,44.00,44.00,"34668",4.00,"4Q94",1994.00,"N"
35.00,1994-11-04 00:00:00,"Friday",4.00,307.00,44.00,44.00,"34668",4.00,"4Q94",1994.00,"N"
36.00,1994-11-05 00:00:00,"Saturday",5.00,308.00,44.00,44.00,"34668",4.00,"4Q94",1994.00,"N"
37.00,1994-11-06 00:00:00,"Sunday",6.00,309.00,45.00,45.00,"34668",4.00,"4Q94",1994.00,"N"
38.00,1994-11-07 00:00:00,"Monday",7.00,310.00,45.00,45.00,"34668",4.00,"4Q94",1994.00,"N"
39.00,1994-11-08 00:00:00,"Tuesday",8.00,311.00,45.00,45.00,"34668",4.00,"4Q94",1994.00,"N"
40.00,1994-11-09 00:00:00,"Wednesday",9.00,312.00,45.00,45.00,"34668",4.00,"4Q94",1994.00,"N"
41.00,1994-11-10 00:00:00,"Thursday",10.00,313.00,45.00,45.00,"34668",4.00,"4Q94",1994.00,"N"
42.00,1994-11-11 00:00:00,"Friday",11.00,314.00,45.00,45.00,"34668",4.00,"4Q94",1994.00,"N"
43.00,1994-11-12 00:00:00,"Saturday",12.00,315.00,45.00,45.00,"34668",4.00,"4Q94",1994.00,"N"
44.00,1994-11-13 00:00:00,"Sunday",13.00,316.00,46.00,46.00,"34668",4.00,"4Q94",1994.00,"N"
45.00,1994-11-14 00:00:00,"Monday",14.00,317.00,46.00,46.00,"34668",4.00,"4Q94",1994.00,"N"
46.00,1994-11-15 00:00:00,"Tuesday",15.00,318.00,46.00,46.00,"34668",4.00,"4Q94",1994.00,"N"
47.00,1994-11-16 00:00:00,"Wednesday",16.00,319.00,46.00,46.00,"34668",4.00,"4Q94",1994.00,"N"
48.00,1994-11-17 00:00:00,"Thursday",17.00,320.00,46.00,46.00,"34668",4.00,"4Q94",1994.00,"N"
49.00,1994-11-18 00:00:00,"Friday",18.00,321.00,46.00,46.00,"34668",4.00,"4Q94",1994.00,"N"
50.00,1994-11-19 00:00:00,"Saturday",19.00,322.00,46.00,46.00,"34668",4.00,"4Q94",1994.00,"N"
51.00,1994-11-20 00:00:00,"Sunday",20.00,323.00,47.00,47.00,"34668",4.00,"4Q94",1994.00,"N"
52.00,1994-11-21 00:00:00,"Monday",21.00,324.00,47.00,47.00,"34668",4.00,"4Q94",1994.00,"N"
53.00,1994-11-22 00:00:00,"Tuesday",22.00,325.00,47.00,47.00,"34668",4.00,"4Q94",1994.00,"N"
54.00,1994-11-23 00:00:00,"Wednesday",23.00,326.00,47.00,47.00,"34668",4.00,"4Q94",1994.00,"N"
55.00,1994-11-24 00:00:00,"Thursday",24.00,327.00,47.00,47.00,"34668",4.00,"4Q94",1994.00,"Y"
56.00,1994-11-25 00:00:00,"Friday",25.00,328.00,47.00,47.00,"34668",4.00,"4Q94",1994.00,"N"
57.00,1994-11-26 00:00:00,"Saturday",26.00,329.00,47.00,47.00,"34668",4.00,"4Q94",1994.00,"N"
58.00,1994-11-27 00:00:00,"Sunday",27.00,330.00,48.00,48.00,"34668",4.00,"4Q94",1994.00,"N"
59.00,1994-11-28 00:00:00,"Monday",28.00,331.00,48.00,48.00,"34668",4.00,"4Q94",1994.00,"N"
60.00,1994-11-29 00:00:00,"Tuesday",29.00,332.00,48.00,48.00,"34668",4.00,"4Q94",1994.00,"N"
61.00,1994-11-30 00:00:00,"Wednesday",30.00,333.00,48.00,48.00,"34668",4.00,"4Q94",1994.00,"N"
62.00,1994-12-01 00:00:00,"Thursday",1.00,334.00,48.00,48.00,"34699",4.00,"4Q94",1994.00,"N"
63.00,1994-12-02 00:00:00,"Friday",2.00,335.00,48.00,48.00,"34699",4.00,"4Q94",1994.00,"N"
64.00,1994-12-03 00:00:00,"Saturday",3.00,336.00,48.00,48.00,"34699",4.00,"4Q94",1994.00,"N"
65.00,1994-12-04 00:00:00,"Sunday",4.00,337.00,49.00,49.00,"34699",4.00,"4Q94",1994.00,"N"
66.00,1994-12-05 00:00:00,"Monday",5.00,338.00,49.00,49.00,"34699",4.00,"4Q94",1994.00,"N"
67.00,1994-12-06 00:00:00,"Tuesday",6.00,339.00,49.00,49.00,"34699",4.00,"4Q94",1994.00,"N"
68.00,1994-12-07 00:00:00,"Wednesday",7.00,340.00,49.00,49.00,"34699",4.00,"4Q94",1994.00,"N"
69.00,1994-12-08 00:00:00,"Thursday",8.00,341.00,49.00,49.00,"34699",4.00,"4Q94",1994.00,"N"
70.00,1994-12-09 00:00:00,"Friday",9.00,342.00,49.00,49.00,"34699",4.00,"4Q94",1994.00,"N"
71.00,1994-12-10 00:00:00,"Saturday",10.00,343.00,49.00,49.00,"34699",4.00,"4Q94",1994.00,"N"
72.00,1994-12-11 00:00:00,"Sunday",11.00,344.00,50.00,50.00,"34699",4.00,"4Q94",1994.00,"N"
73.00,1994-12-12 00:00:00,"Monday",12.00,345.00,50.00,50.00,"34699",4.00,"4Q94",1994.00,"N"
74.00,1994-12-13 00:00:00,"Tuesday",13.00,346.00,50.00,50.00,"34699",4.00,"4Q94",1994.00,"N"
75.00,1994-12-14 00:00:00,"Wednesday",14.00,347.00,50.00,50.00,"34699",4.00,"4Q94",1994.00,"N"
76.00,1994-12-15 00:00:00,"Thursday",15.00,348.00,50.00,50.00,"34699",4.00,"4Q94",1994.00,"N"
77.00,1994-12-16 00:00:00,"Friday",16.00,349.00,50.00,50.00,"34699",4.00,"4Q94",1994.00,"N"
78.00,1994-12-17 00:00:00,"Saturday",17.00,350.00,50.00,50.00,"34699",4.00,"4Q94",1994.00,"N"
79.00,1994-12-18 00:00:00,"Sunday",18.00,351.00,51.00,51.00,"34699",4.00,"4Q94",1994.00,"N"
80.00,1994-12-19 00:00:00,"Monday",19.00,352.00,51.00,51.00,"34699",4.00,"4Q94",1994.00,"N"
81.00,1994-12-20 00:00:00,"Tuesday",20.00,353.00,51.00,51.00,"34699",4.00,"4Q94",1994.00,"N"
82.00,1994-12-21 00:00:00,"Wednesday",21.00,354.00,51.00,51.00,"34699",4.00,"4Q94",1994.00,"N"
83.00,1994-12-22 00:00:00,"Thursday",22.00,355.00,51.00,51.00,"34699",4.00,"4Q94",1994.00,"N"
84.00,1994-12-23 00:00:00,"Friday",23.00,356.00,51.00,51.00,"34699",4.00,"4Q94",1994.00,"N"
85.00,1994-12-24 00:00:00,"Saturday",24.00,357.00,51.00,51.00,"34699",4.00,"4Q94",1994.00,"N"
86.00,1994-12-25 00:00:00,"Sunday",25.00,358.00,52.00,52.00,"34699",4.00,"4Q94",1994.00,"Y"
87.00,1994-12-26 00:00:00,"Monday",26.00,359.00,52.00,52.00,"34699",4.00,"4Q94",1994.00,"N"
88.00,1994-12-27 00:00:00,"Tuesday",27.00,360.00,52.00,52.00,"34699",4.00,"4Q94",1994.00,"N"
89.00,1994-12-28 00:00:00,"Wednesday",28.00,361.00,52.00,52.00,"34699",4.00,"4Q94",1994.00,"N"
90.00,1994-12-29 00:00:00,"Thursday",29.00,362.00,52.00,52.00,"34699",4.00,"4Q94",1994.00,"N"
91.00,1994-12-30 00:00:00,"Friday",30.00,363.00,52.00,52.00,"34699",4.00,"4Q94",1994.00,"N"
92.00,1994-12-31 00:00:00,"Saturday",31.00,364.00,52.00,52.00,"34699",4.00,"4Q94",1994.00,"N"
93.00,1995-10-01 00:00:00,"Sunday",1.00,638.00,40.00,92.00,"35003",4.00,"4Q95",1995.00,"N"
94.00,1995-10-02 00:00:00,"Monday",2.00,639.00,40.00,92.00,"35003",4.00,"4Q95",1995.00,"N"
95.00,1995-10-03 00:00:00,"Tuesday",3.00,640.00,40.00,92.00,"35003",4.00,"4Q95",1995.00,"N"
96.00,1995-10-04 00:00:00,"Wednesday",4.00,641.00,40.00,92.00,"35003",4.00,"4Q95",1995.00,"N"
97.00,1995-10-05 00:00:00,"Thursday",5.00,642.00,40.00,92.00,"35003",4.00,"4Q95",1995.00,"N"
98.00,1995-10-06 00:00:00,"Friday",6.00,643.00,40.00,92.00,"35003",4.00,"4Q95",1995.00,"N"
99.00,1995-10-07 00:00:00,"Saturday",7.00,644.00,40.00,92.00,"35003",4.00,"4Q95",1995.00,"N"
100.00,1995-10-08 00:00:00,"Sunday",8.00,645.00,41.00,93.00,"35003",4.00,"4Q95",1995.00,"N"
101.00,1995-10-09 00:00:00,"Monday",9.00,646.00,41.00,93.00,"35003",4.00,"4Q95",1995.00,"N"
102.00,1995-10-10 00:00:00,"Tuesday",10.00,647.00,41.00,93.00,"35003",4.00,"4Q95",1995.00,"N"
103.00,1995-10-11 00:00:00,"Wednesday",11.00,648.00,41.00,93.00,"35003",4.00,"4Q95",1995.00,"N"
104.00,1995-10-12 00:00:00,"Thursday",12.00,649.00,41.00,93.00,"35003",4.00,"4Q95",1995.00,"Y"
105.00,1995-10-13 00:00:00,"Friday",13.00,650.00,41.00,93.00,"35003",4.00,"4Q95",1995.00,"N"
106.00,1995-10-14 00:00:00,"Saturday",14.00,651.00,41.00,93.00,"35003",4.00,"4Q95",1995.00,"N"
107.00,1995-10-15 00:00:00,"Sunday",15.00,652.00,42.00,94.00,"35003",4.00,"4Q95",1995.00,"N"
108.00,1995-10-16 00:00:00,"Monday",16.00,653.00,42.00,94.00,"35003",4.00,"4Q95",1995.00,"N"
109.00,1995-10-17 00:00:00,"Tuesday",17.00,654.00,42.00,94.00,"35003",4.00,"4Q95",1995.00,"N"
110.00,1995-10-18 00:00:00,"Wednesday",18.00,655.00,42.00,94.00,"35003",4.00,"4Q95",1995.00,"N"
111.00,1995-10-19 00:00:00,"Thursday",19.00,656.00,42.00,94.00,"35003",4.00,"4Q95",1995.00,"N"
112.00,1995-10-20 00:00:00,"Friday",20.00,657.00,42.00,94.00,"35003",4.00,"4Q95",1995.00,"N"
113.00,1995-10-21 00:00:00,"Saturday",21.00,658.00,42.00,94.00,"35003",4.00,"4Q95",1995.00,"N"
114.00,1995-10-22 00:00:00,"Sunday",22.00,659.00,43.00,95.00,"35003",4.00,"4Q95",1995.00,"N"
115.00,1995-10-23 00:00:00,"Monday",23.00,660.00,43.00,95.00,"35003",4.00,"4Q95",1995.00,"N"
116.00,1995-10-24 00:00:00,"Tuesday",24.00,661.00,43.00,95.00,"35003",4.00,"4Q95",1995.00,"N"
117.00,1995-10-25 00:00:00,"Wednesday",25.00,662.00,43.00,95.00,"35003",4.00,"4Q95",1995.00,"N"
118.00,1995-10-26 00:00:00,"Thursday",26.00,663.00,43.00,95.00,"35003",4.00,"4Q95",1995.00,"N"
119.00,1995-10-27 00:00:00,"Friday",27.00,664.00,43.00,95.00,"35003",4.00,"4Q95",1995.00,"N"
120.00,1995-10-28 00:00:00,"Saturday",28.00,665.00,43.00,95.00,"35003",4.00,"4Q95",1995.00,"N"
121.00,1995-10-29 00:00:00,"Sunday",29.00,666.00,44.00,96.00,"35003",4.00,"4Q95",1995.00,"N"
122.00,1995-10-30 00:00:00,"Monday",30.00,667.00,44.00,96.00,"35003",4.00,"4Q95",1995.00,"N"
123.00,1995-10-31 00:00:00,"Tuesday",31.00,668.00,44.00,96.00,"35003",4.00,"4Q95",1995.00,"Y"
124.00,1995-11-01 00:00:00,"Wednesday",1.00,669.00,44.00,96.00,"35033",4.00,"4Q95",1995.00,"N"
125.00,1995-11-02 00:00:00,"Thursday",2.00,670.00,44.00,96.00,"35033",4.00,"4Q95",1995.00,"N"
126.00,1995-11-03 00:00:00,"Friday",3.00,671.00,44.00,96.00,"35033",4.00,"4Q95",1995.00,"N"
127.00,1995-11-04 00:00:00,"Saturday",4.00,672.00,44.00,96.00,"35033",4.00,"4Q95",1995.00,"N"
128.00,1995-11-05 00:00:00,"Sunday",5.00,673.00,45.00,97.00,"35033",4.00,"4Q95",1995.00,"N"
129.00,1995-11-06 00:00:00,"Monday",6.00,674.00,45.00,97.00,"35033",4.00,"4Q95",1995.00,"N"
130.00,1995-11-07 00:00:00,"Tuesday",7.00,675.00,45.00,97.00,"35033",4.00,"4Q95",1995.00,"N"
131.00,1995-11-08 00:00:00,"Wednesday",8.00,676.00,45.00,97.00,"35033",4.00,"4Q95",1995.00,"N"
132.00,1995-11-09 00:00:00,"Thursday",9.00,677.00,45.00,97.00,"35033",4.00,"4Q95",1995.00,"N"
133.00,1995-11-10 00:00:00,"Friday",10.00,678.00,45.00,97.00,"35033",4.00,"4Q95",1995.00,"N"
134.00,1995-11-11 00:00:00,"Saturday",11.00,679.00,45.00,97.00,"35033",4.00,"4Q95",1995.00,"N"
135.00,1995-11-12 00:00:00,"Sunday",12.00,680.00,46.00,98.00,"35033",4.00,"4Q95",1995.00,"N"
136.00,1995-11-13 00:00:00,"Monday",13.00,681.00,46.00,98.00,"35033",4.00,"4Q95",1995.00,"N"
137.00,1995-11-14 00:00:00,"Tuesday",14.00,682.00,46.00,98.00,"35033",4.00,"4Q95",1995.00,"N"
138.00,1995-11-15 00:00:00,"Wednesday",15.00,683.00,46.00,98.00,"35033",4.00,"4Q95",1995.00,"N"
139.00,1995-11-16 00:00:00,"Thursday",16.00,684.00,46.00,98.00,"35033",4.00,"4Q95",1995.00,"N"
140.00,1995-11-17 00:00:00,"Friday",17.00,685.00,46.00,98.00,"35033",4.00,"4Q95",1995.00,"N"
141.00,1995-11-18 00:00:00,"Saturday",18.00,686.00,46.00,98.00,"35033",4.00,"4Q95",1995.00,"N"
142.00,1995-11-19 00:00:00,"Sunday",19.00,687.00,47.00,99.00,"35033",4.00,"4Q95",1995.00,"N"
143.00,1995-11-20 00:00:00,"Monday",20.00,688.00,47.00,99.00,"35033",4.00,"4Q95",1995.00,"N"
144.00,1995-11-21 00:00:00,"Tuesday",21.00,689.00,47.00,99.00,"35033",4.00,"4Q95",1995.00,"N"
145.00,1995-11-22 00:00:00,"Wednesday",22.00,690.00,47.00,99.00,"35033",4.00,"4Q95",1995.00,"N"
146.00,1995-11-23 00:00:00,"Thursday",23.00,691.00,47.00,99.00,"35033",4.00,"4Q95",1995.00,"Y"
147.00,1995-11-24 00:00:00,"Friday",24.00,692.00,47.00,99.00,"35033",4.00,"4Q95",1995.00,"N"
148.00,1995-11-25 00:00:00,"Saturday",25.00,693.00,47.00,99.00,"35033",4.00,"4Q95",1995.00,"N"
149.00,1995-11-26 00:00:00,"Sunday",26.00,694.00,48.00,100.00,"35033",4.00,"4Q95",1995.00,"N"
150.00,1995-11-27 00:00:00,"Monday",27.00,695.00,48.00,100.00,"35033",4.00,"4Q95",1995.00,"N"
151.00,1995-11-28 00:00:00,"Tuesday",28.00,696.00,48.00,100.00,"35033",4.00,"4Q95",1995.00,"N"
152.00,1995-11-29 00:00:00,"Wednesday",29.00,697.00,48.00,100.00,"35033",4.00,"4Q95",1995.00,"N"
153.00,1995-11-30 00:00:00,"Thursday",30.00,698.00,48.00,100.00,"35033",4.00,"4Q95",1995.00,"N"
154.00,1995-12-01 00:00:00,"Friday",1.00,699.00,48.00,100.00,"35064",4.00,"4Q95",1995.00,"N"
155.00,1995-12-02 00:00:00,"Saturday",2.00,700.00,48.00,100.00,"35064",4.00,"4Q95",1995.00,"N"
156.00,1995-12-03 00:00:00,"Sunday",3.00,701.00,49.00,101.00,"35064",4.00,"4Q95",1995.00,"N"
157.00,1995-12-04 00:00:00,"Monday",4.00,702.00,49.00,101.00,"35064",4.00,"4Q95",1995.00,"N"
158.00,1995-12-05 00:00:00,"Tuesday",5.00,703.00,49.00,101.00,"35064",4.00,"4Q95",1995.00,"N"
159.00,1995-12-06 00:00:00,"Wednesday",6.00,704.00,49.00,101.00,"35064",4.00,"4Q95",1995.00,"N"
160.00,1995-12-07 00:00:00,"Thursday",7.00,705.00,49.00,101.00,"35064",4.00,"4Q95",1995.00,"N"
161.00,1995-12-08 00:00:00,"Friday",8.00,706.00,49.00,101.00,"35064",4.00,"4Q95",1995.00,"N"
162.00,1995-12-09 00:00:00,"Saturday",9.00,707.00,49.00,101.00,"35064",4.00,"4Q95",1995.00,"N"
163.00,1995-12-10 00:00:00,"Sunday",10.00,708.00,50.00,102.00,"35064",4.00,"4Q95",1995.00,"N"
164.00,1995-12-11 00:00:00,"Monday",11.00,709.00,50.00,102.00,"35064",4.00,"4Q95",1995.00,"N"
165.00,1995-12-12 00:00:00,"Tuesday",12.00,710.00,50.00,102.00,"35064",4.00,"4Q95",1995.00,"N"
166.00,1995-12-13 00:00:00,"Wednesday",13.00,711.00,50.00,102.00,"35064",4.00,"4Q95",1995.00,"N"
167.00,1995-12-14 00:00:00,"Thursday",14.00,712.00,50.00,102.00,"35064",4.00,"4Q95",1995.00,"N"
168.00,1995-12-15 00:00:00,"Friday",15.00,713.00,50.00,102.00,"35064",4.00,"4Q95",1995.00,"N"
169.00,1995-12-16 00:00:00,"Saturday",16.00,714.00,50.00,102.00,"35064",4.00,"4Q95",1995.00,"N"
170.00,1995-12-17 00:00:00,"Sunday",17.00,715.00,51.00,103.00,"35064",4.00,"4Q95",1995.00,"N"
171.00,1995-12-18 00:00:00,"Monday",18.00,716.00,51.00,103.00,"35064",4.00,"4Q95",1995.00,"N"
172.00,1995-12-19 00:00:00,"Tuesday",19.00,717.00,51.00,103.00,"35064",4.00,"4Q95",1995.00,"N"
173.00,1995-12-20 00:00:00,"Wednesday",20.00,718.00,51.00,103.00,"35064",4.00,"4Q95",1995.00,"N"
174.00,1995-12-21 00:00:00,"Thursday",21.00,719.00,51.00,103.00,"35064",4.00,"4Q95",1995.00,"N"
175.00,1995-12-22 00:00:00,"Friday",22.00,720.00,51.00,103.00,"35064",4.00,"4Q95",1995.00,"N"
176.00,1995-12-23 00:00:00,"Saturday",23.00,721.00,51.00,103.00,"35064",4.00,"4Q95",1995.00,"N"
177.00,1995-12-24 00:00:00,"Sunday",24.00,722.00,52.00,104.00,"35064",4.00,"4Q95",1995.00,"N"
178.00,1995-12-25 00:00:00,"Monday",25.00,723.00,52.00,104.00,"35064",4.00,"4Q95",1995.00,"Y"
179.00,1995-12-26 00:00:00,"Tuesday",26.00,724.00,52.00,104.00,"35064",4.00,"4Q95",1995.00,"N"
180.00,1995-12-27 00:00:00,"Wednesday",27.00,725.00,52.00,104.00,"35064",4.00,"4Q95",1995.00,"N"
181.00,1995-12-28 00:00:00,"Thursday",28.00,726.00,52.00,104.00,"35064",4.00,"4Q95",1995.00,"N"
182.00,1995-12-29 00:00:00,"Friday",29.00,727.00,52.00,104.00,"35064",4.00,"4Q95",1995.00,"N"
183.00,1995-12-30 00:00:00,"Saturday",30.00,728.00,52.00,104.00,"35064",4.00,"4Q95",1995.00,"N"
184.00,1995-12-31 00:00:00,"Sunday",31.00,729.00,53.00,105.00,"35064",4.00,"4Q95",1995.00,"N"
